Index,Name,Description,Brand,Category,MRP_Price,Currency,Stock,EAN,Color,Availability,Internal ID,Qty,Selling_price
2154,Mini Kettle Compact Smart Fast,Fear prevent political nearly agent each.,Wheeler Ltd,Headphones & Earbuds,7,INR,120,6.83883E+12,Salmon,limited_stock,96,354,5.53
2155,Portable Webcam Mouse Portable Pro,Executive figure far debate fight laugh hear force.,"Elliott, Flowers and Ruiz",Automotive,491,INR,351,2.85192E+12,Azure,out_of_stock,32,155,309.33
2156,Eco Brush Scale Grill Prime Prime Fast,Century when best population.,Sandoval-Lambert,Office Supplies,928,INR,982,6.55905E+12,DarkGreen,discontinued,75,431,473.28
2157,Advanced Bicycle Microphone Go,State of five.,"Walton, Olson and Garza",Smartphones,49,INR,393,5.3769E+12,MediumOrchid,in_stock,30,954,43.61
2158,Watch,Leg will animal prevent environmental professional.,Livingston LLC,Fitness Equipment,751,INR,810,3.99706E+12,PaleGreen,pre_order,27,340,413.05
2159,Wireless Mouse Plus Smart 360,Him training official star standard hard.,"Woodard, Diaz and Marshall",Haircare,130,INR,942,7.40619E+12,LightSalmon,discontinued,48,895,66.3
2160,Portable Radio Go Digital,Kind hot meeting hold third.,Boone-Maxwell,Kids' Clothing,594,INR,978,4.55418E+12,Thistle,out_of_stock,33,804,326.7
2161,Fast Powerbank Brush Charger,Catch herself side market certainly writer skin.,Villegas PLC,Kids' Clothing,69,INR,826,3.9729E+12,Yellow,pre_order,31,186,40.02
2162,Wireless Grill,Wife choice particular field green most.,Erickson-Goodman,Smartwatches,396,INR,248,1.9104E+12,Yellow,pre_order,67,610,316.8
2163,Fast Fan Premium Rechargeable,Cover already reality something fill.,"Brooks, Foster and Rose",Kitchen Appliances,961,INR,379,1.0812E+12,Aqua,pre_order,2,736,615.04
2164,Premium Speakerphone Go,Hope despite nature manager friend simple.,Brewer-Maldonado,Women's Clothing,516,INR,678,3.01098E+12,Orange,out_of_stock,31,927,417.96
2165,Digital Iron Portable Touch Silent,Body night usually give reason push.,"Mueller, Mcgrath and Levine",Cycling,674,INR,842,1.94686E+12,Linen,pre_order,80,510,566.16
2166,Smart Mixer Heater Pro 360 One,Thousand carry offer foreign statement shoulder event.,"Levy, Savage and Patrick","Accessories (Bags, Hats, Belts)",941,INR,69,1.99242E+12,Wheat,backorder,98,591,498.73
2167,Powerbank Cooker Iron,Relate case natural hospital interest four marriage.,Flowers and Sons,Fragrances,26,INR,952,9.52736E+12,Linen,out_of_stock,83,695,24.44
2168,Eco Charger Tablet Brush Fast Advanced Smart,Push yourself husband particularly store dinner although.,Hansen-Gilmore,Toys & Games,19,INR,510,3.29919E+12,MediumOrchid,discontinued,55,493,12.16
2169,Smart Keyboard Speakerphone Fan One,Degree fly idea tonight road home mission.,"Hull, Barrera and Richards",Cameras & Accessories,836,INR,543,4.66082E+12,DarkMagenta,in_stock,57,322,635.36
2170,Digital Dock Edge,Second like administration prepare measure leg.,Calhoun-Dalton,Grooming Tools,774,INR,606,3.85025E+12,LightCoral,backorder,30,357,417.96
2171,Toaster Light Monitor,Watch real forward room.,"Dixon, Dougherty and Calhoun",Makeup,658,INR,705,4.83529E+12,DarkRed,backorder,12,875,625.1
2172,Digital Grill Trimmer,Nature final whom new thing purpose Democrat race.,Harding PLC,Haircare,846,INR,292,3.25557E+12,SlateGray,out_of_stock,28,299,761.4
2173,Scale,Perform body really front debate national stock create.,Cherry Group,Home Decor,489,INR,498,5.12792E+12,SlateGray,limited_stock,80,723,405.87
2174,Smart Iron Heater Eco Prime Edge,Offer generation or dinner order through.,Perkins Ltd,Clothing & Apparel,423,INR,948,7.57371E+12,Thistle,limited_stock,75,221,376.47
2175,Automatic Blender Go Compact Max,Know water so strategy performance.,Saunders PLC,Home & Kitchen,423,INR,817,4.95208E+12,LightBlue,discontinued,43,587,291.87
2176,Wireless Projector Oven Thermostat,More public must natural.,Sutton Inc,Furniture,687,INR,429,3.76237E+12,DarkKhaki,in_stock,77,916,487.77
2177,Mini Charger Cooker Thermostat Lite Rechargeable Edge,Office again oil final particularly responsibility thousand.,"Stout, Mcclure and Booth",Skincare,842,INR,791,8.89756E+11,Indigo,pre_order,56,983,665.18
2178,Thermostat,Board speak that guess kitchen then soldier.,Hampton-Oliver,Toys & Games,728,INR,602,9.55915E+11,LightSkyBlue,limited_stock,59,237,495.04
2179,Pro Powerbank Projector Automatic,Tend agreement foreign place staff.,Torres Group,Furniture,438,INR,870,3.38947E+12,Violet,backorder,86,271,394.2
2180,Smart Brush Scale Grill,Begin between pull certain power require.,Combs PLC,Health & Wellness,195,INR,884,2.84648E+12,Blue,discontinued,47,176,124.8
2181,Digital Kettle Vacuum,Population son author think degree different guess.,Durham-Mccarthy,Toys & Games,228,INR,424,2.65648E+12,Salmon,limited_stock,8,927,139.08
2182,Ultra Stove Vacuum Speaker Mini Wireless Air,Forward assume write ball film my.,Dennis PLC,Bedding & Bath,642,INR,818,9.10272E+12,LightCyan,in_stock,31,715,359.52
2183,Rechargeable Microphone Clean Automatic,Involve total bar son story alone method month.,"Maldonado, Savage and Bullock",Kids' Clothing,592,INR,573,4.54229E+12,MistyRose,pre_order,3,391,432.16
2184,Ultra Phone Speaker Blender Smart Sense Ultra,Ok first attorney feeling.,Salas-Vaughn,Health & Wellness,194,INR,481,7.04291E+12,Peru,limited_stock,92,465,176.54
2185,Smart Lamp Monitor Portable One 360,Base better name everything as.,"Stokes, Lopez and Rich",Camping & Hiking,710,INR,301,2.03573E+12,OrangeRed,limited_stock,82,131,575.1
2186,Premium Cooler Portable X Eco,Last main action example within.,Garrett-Hoffman,Kitchen Appliances,293,INR,143,8.20386E+12,Lavender,in_stock,12,842,210.96
2187,Ultra Cooker,More both argue national beyond quite free.,Potter-Blankenship,"Accessories (Bags, Hats, Belts)",489,INR,616,7.75611E+12,PowderBlue,limited_stock,34,189,430.32
2188,Advanced Shaver Smart Smart,Certainly network rate think social best second.,Pham Inc,Fishing & Hunting,354,INR,48,5.95686E+12,DarkOliveGreen,out_of_stock,61,621,237.18
2189,Silent Grill Charger Headphones Pro Smart,Both everything admit option world policy international.,Navarro-Good,Laptops & Computers,221,INR,991,9.64516E+11,LawnGreen,pre_order,34,884,190.06
2190,Automatic Radio Radio One Lite Wireless,Water how area pressure service.,Scott and Sons,Home & Kitchen,481,INR,475,6.16534E+12,PeachPuff,pre_order,18,223,413.66
2191,Rechargeable Stove Monitor Tablet,Might position big newspaper computer wear growth.,Lawson LLC,Women's Clothing,141,INR,207,1.4606E+12,Gainsboro,backorder,55,959,114.21
2192,Silent Bicycle Clock Lamp Clean Advanced One,Order sea commercial great class safe.,Arellano-Hinton,Fragrances,888,INR,748,4.11725E+11,BlueViolet,in_stock,5,803,692.64
2193,Microphone Heater,Area any our itself.,Decker Ltd,Camping & Hiking,434,INR,842,3.16265E+12,FireBrick,limited_stock,78,136,282.1
2194,Smart Radio Air,Second field field around community trial reveal.,"Waller, Barron and Copeland",Fitness Equipment,330,INR,522,2.90043E+12,MintCream,in_stock,29,597,254.1
2195,Ultra Iron,Interview board now.,Nixon-Huerta,Office Supplies,536,INR,607,9.99209E+12,ForestGreen,in_stock,46,730,353.76
2196,Silent Brush Blender Vacuum Advanced Automatic Ultra,Stop half design life enjoy poor you.,Everett-Wallace,Team Sports,144,INR,81,9.01118E+11,Green,backorder,94,536,118.08
2197,Smart Lamp,Occur bank find red radio step every.,Torres-Lin,Fragrances,343,INR,198,2.52096E+12,LightGreen,backorder,12,551,260.68
2198,Premium Radio Rechargeable,Practice different heart leader ago.,Deleon-Crane,"Accessories (Bags, Hats, Belts)",492,INR,836,1.29759E+12,Red,discontinued,88,224,324.72
2199,Mini Fan,Career idea choose suggest off skill recently.,"Fowler, Browning and Schmitt",Laptops & Computers,39,INR,151,9.2118E+12,DarkSlateGray,in_stock,9,639,21.84
2200,Clean Scooter Pro Mini Smart,Cold eye various describe safe.,"Gillespie, Humphrey and Garner",Furniture,770,INR,169,5.82343E+12,LemonChiffon,in_stock,62,625,477.4
2201,Mini Trimmer,None return worker safe position what yourself level.,Kirby Group,"Accessories (Bags, Hats, Belts)",295,INR,775,4.11021E+12,MintCream,in_stock,60,624,271.4
2202,Pro Clock Lite X Max,Take social son appear his woman stop.,Norton Group,Beauty & Personal Care,324,INR,281,1.56892E+12,Yellow,out_of_stock,25,89,226.8
2203,Rechargeable Speaker Keyboard,Wind nice political lawyer scientist her head.,Christensen-Bautista,Clothing & Apparel,396,INR,470,5.07694E+12,Green,pre_order,40,946,324.72
2204,Premium Cooler Treadmill Smart 360,First policy expert morning.,"Lawson, Wall and Ali",Headphones & Earbuds,614,INR,166,5.9468E+12,Silver,discontinued,91,182,564.88
2205,Router,Sort black build war.,Neal Inc,Automotive,969,INR,603,7.12953E+12,Maroon,in_stock,70,697,736.44
2206,Clock,Next seek yeah draw sort.,Gallagher and Sons,Toys & Games,368,INR,340,1.47859E+12,Fuchsia,limited_stock,33,881,345.92
2207,Microphone,Final continue miss military Republican attention statement ok.,Mathews and Sons,Women's Clothing,354,INR,943,7.85878E+12,SaddleBrown,discontinued,26,479,293.82
2208,Fast Watch Camera Mini Silent,Lot less purpose her make.,"Reyes, Humphrey and Greer",Books & Stationery,128,INR,387,5.60134E+12,Plum,discontinued,14,330,106.24
2209,Toaster Clock Monitor,Office financial beat station contain realize.,Curtis and Sons,Haircare,475,INR,512,1.4233E+12,PaleGoldenRod,in_stock,89,271,451.25
2210,Clean Webcam Mouse Mini,Son difficult interesting sea.,Lynch-Hicks,Clothing & Apparel,820,INR,154,9.96265E+12,Khaki,backorder,57,445,467.4
2211,Portable Vacuum Router Toaster Prime,Understand join pretty wind something.,"Goodman, Fritz and Shaw",Cycling,166,INR,104,6.75664E+12,AliceBlue,in_stock,63,461,152.72
2212,Automatic Monitor Light Ultra Advanced Pro,Risk their writer friend.,Peck Ltd,Grooming Tools,132,INR,751,2.76994E+12,SeaShell,backorder,15,532,105.6
2213,Silent Clock Drone Charger,Course work record daughter.,Webster and Sons,Toys & Games,80,INR,824,2.68272E+11,Azure,pre_order,84,865,72
2214,Smart Microphone Treadmill Oven Ultra Rechargeable,Though political my commercial.,Randolph-Sanford,Cycling,893,INR,478,1.59791E+12,SandyBrown,out_of_stock,21,704,482.22
2215,Portable Camera Keyboard Go Smart,Spring character bring society paper color sound arrive.,Griffin Inc,Men's Clothing,342,INR,423,8.37847E+12,Fuchsia,out_of_stock,2,901,314.64
2216,Premium Speakerphone Scanner Monitor Smart,Box hard mission fight plan training reveal.,Blanchard-Vega,Team Sports,227,INR,708,6.98968E+12,Snow,discontinued,20,931,202.03
2217,Rechargeable Lamp Grill 360 Clean,Road involve student pattern table.,"Meyers, Burton and Kaiser",Bedding & Bath,363,INR,587,4.0726E+12,Lime,in_stock,9,571,308.55
2218,Automatic Speakerphone Oven,Specific difference scientist main laugh participant certain.,Savage and Sons,Haircare,820,INR,946,8.95732E+11,Orange,backorder,70,637,779
2219,Fast Lamp Lamp Touch One,Program finally husband knowledge than create world.,Lyons-Greer,Smartphones,373,INR,651,2.07079E+12,Peru,in_stock,18,709,290.94
2220,Clean Scale Stove,Course prepare somebody reach thing hit.,Butler Inc,Fitness Equipment,557,INR,298,4.80103E+12,LightCyan,backorder,5,977,495.73
2221,Automatic Vacuum Router Toaster Smart Advanced,Change support likely camera for stay.,Aguilar-Shaw,Kids' Clothing,683,INR,739,4.43969E+12,RosyBrown,in_stock,26,956,471.27
2222,Router Freezer Webcam,Course second move budget.,Shea-Griffith,Smartwatches,269,INR,318,2.96671E+12,ForestGreen,pre_order,11,351,153.33
2223,Eco Scale Stove,Story child director he turn market laugh.,Montgomery-Gregory,Grooming Tools,94,INR,71,3.57792E+12,Gold,backorder,12,897,51.7
2224,Pro Speakerphone Scanner Monitor Clean Automatic Smart,Design public method will.,"Molina, Velez and Donovan",Office Supplies,398,INR,89,1.71834E+12,GoldenRod,pre_order,70,201,250.74
2225,Speakerphone,High thank phone step nice.,Horne-Hamilton,Team Sports,846,INR,788,3.17863E+12,Lime,pre_order,87,223,761.4
2226,Advanced Radio Clean Clean,Rate off will cover open.,Middleton-Dunn,Haircare,161,INR,395,6.18602E+12,DarkMagenta,discontinued,63,620,132.02
2227,Speaker,Language street hot happen.,"Bryant, Stanley and Webb",Health & Wellness,547,INR,57,3.9063E+12,MediumBlue,backorder,99,977,497.77
2228,Smart Webcam Cooker Toaster Smart Max,Big hold school watch buy laugh thousand.,Vaughn and Sons,Skincare,575,INR,794,4.73249E+12,DarkOrange,limited_stock,1,647,402.5
2229,Smart Mouse Heater X,Attorney result smile expect power.,Mckay Group,Home & Kitchen,717,INR,476,3.43446E+12,OrangeRed,out_of_stock,82,425,573.6
2230,Lamp Speakerphone Headphones,Character usually rather send American conference pay.,"Campos, May and Hull",Camping & Hiking,674,INR,634,2.97867E+11,Turquoise,discontinued,81,76,599.86
2231,Smart Camera Monitor Charger Pro Clean Lite,Daughter someone question blue occur.,Tapia Group,Fragrances,166,INR,199,4.46794E+12,LightCyan,pre_order,12,359,137.78
2232,Webcam Toaster,Notice ball no effect.,Wagner-Carter,Toys & Games,404,INR,134,7.58693E+12,DarkRed,pre_order,57,771,270.68
2233,Eco Cooler Wireless,Would memory bed realize recognize market ground believe.,"Hebert, Case and Boyd",Team Sports,874,INR,185,5.02855E+12,SandyBrown,discontinued,93,811,812.82
2234,Premium Keyboard Phone Scanner Plus,Attorney discussion strategy leave future lead take.,"Myers, Silva and Mckee",Fragrances,209,INR,929,9.01777E+12,LightCyan,in_stock,42,884,123.31
2235,Silent Projector Brush Rechargeable,Finish over herself station me.,Crawford and Sons,Toys & Games,939,INR,138,8.27106E+12,Violet,discontinued,68,993,741.81
2236,Compact Scooter Scale Cooler Lite Wireless,Few view opportunity course example.,Holland LLC,Cameras & Accessories,454,INR,579,7.22006E+12,LightSeaGreen,pre_order,23,500,295.1
2237,Thermostat Speaker,My hope run although.,Zhang Ltd,Women's Clothing,419,INR,16,8.29133E+12,DeepSkyBlue,backorder,7,857,372.91
2238,Automatic Router Freezer Webcam Fast Sense Mini,Class relationship manager thus almost bed student.,"Padilla, Hoffman and Roach",Beauty & Personal Care,692,INR,974,6.884E+12,MediumBlue,backorder,38,578,484.4
2239,Pro Grill Charger Headphones,Mind nature music difficult treatment.,Stanley Ltd,Camping & Hiking,134,INR,960,5.87884E+12,HoneyDew,backorder,82,898,75.04
2240,Ultra Stove Smart,Around family leg sport son here.,Brennan PLC,Sports & Outdoors,291,INR,550,1.35251E+12,SeaShell,pre_order,45,559,258.99
2241,Premium Fan Phone Automatic,Trouble audience station guess.,"Pennington, Allen and Lynch",Camping & Hiking,340,INR,230,8.93784E+12,Black,in_stock,4,296,292.4
2242,Premium Fridge Cooker Edge Automatic,My issue adult do sure.,Peterson Group,Health & Wellness,104,INR,398,2.33399E+12,LawnGreen,out_of_stock,64,508,81.12
2243,Advanced Mouse Powerbank Printer Pro Ultra Premium,Have sea speech pressure blood toward dream state.,Stone-Weeks,Home & Kitchen,543,INR,281,6.58066E+12,Yellow,pre_order,14,732,309.51
2244,Wireless Stove Iron Edge Rechargeable Pro,Even painting foreign pull college action born.,"Daugherty, Reynolds and Wilkinson",Skincare,855,INR,776,4.64086E+12,DarkKhaki,out_of_stock,19,178,461.7
2245,Eco Scale Fast Max Touch,Operation add own today.,"Beltran, Parsons and Ferrell",Headphones & Earbuds,522,INR,751,6.6819E+12,Khaki,discontinued,30,791,459.36
2246,Digital Mixer Drone Toaster Wireless Go,Vote near information partner pick.,Conley Group,Cycling,700,INR,890,7.01767E+12,HotPink,backorder,51,499,602
2247,Vacuum Fan,Difference dog draw ahead.,Gilbert-Mahoney,Team Sports,889,INR,354,3.78788E+12,DarkSalmon,discontinued,71,679,471.17
2248,Keyboard Toaster Monitor,Dog main memory experience avoid direction better dream.,Soto-Alexander,Beauty & Personal Care,752,INR,448,5.92558E+12,LightGray,discontinued,30,821,691.84
2249,Digital Camera Automatic Lite Compact,Seek worry half team eight last why local.,"Olson, Bishop and Chung",Laptops & Computers,738,INR,490,2.55367E+12,CornflowerBlue,pre_order,63,615,634.68
2250,Clean Phone Scooter Plus,Nice build thousand.,"Mckenzie, Bird and Mcguire",Books & Stationery,929,INR,971,9.67956E+12,LightCyan,out_of_stock,84,294,557.4
2251,Compact Projector Pro Air,Situation wrong several difference year care heart.,Trevino LLC,Fitness Equipment,508,INR,127,4.31945E+12,SpringGreen,limited_stock,94,742,386.08
2252,Smart Grill X Wireless,Model exist single player store hear.,"Weber, Nolan and Macdonald",Kitchen Appliances,90,INR,167,2.59721E+12,SlateBlue,backorder,74,466,56.7
2253,Portable Projector Oven Thermostat Wireless Touch Compact,Team lay activity represent.,Madden-Mcneil,Toys & Games,138,INR,578,9.10622E+12,Fuchsia,pre_order,79,494,86.94
2254,Stove,Left effect land cause toward win she bad.,Bonilla and Sons,Laptops & Computers,170,INR,755,3.59409E+12,DarkCyan,backorder,40,602,124.1
2255,Advanced Mouse Heater Advanced,Particular record society believe.,Duffy PLC,Smartwatches,444,INR,118,8.34049E+12,BlanchedAlmond,out_of_stock,4,408,333
2256,Clean Mixer Freezer Trimmer,Add you long.,"Roach, Watson and Vance",Fragrances,823,INR,330,8.63143E+12,MediumBlue,in_stock,61,675,567.87
2257,Automatic Watch,Financial relate goal everyone project.,"Morris, Liu and Moss",Cycling,16,INR,610,1.95167E+12,Salmon,limited_stock,72,315,12.16
2258,Compact Microphone Heater Pro,Single long stop already effort blue culture last.,Cantu-Harmon,Team Sports,225,INR,251,5.36498E+12,Sienna,pre_order,43,855,119.25
2259,Mini Fridge Mini,Statement very yeah white.,"Sparks, Beltran and Dickson",Automotive,676,INR,53,9.26037E+12,DarkGreen,backorder,96,427,642.2
2260,Cooker,Citizen like although run approach he.,Mclean and Sons,Kids' Clothing,506,INR,386,9.43716E+12,DarkSlateBlue,in_stock,51,556,323.84
2261,Silent Lamp Touch Max,Similar save several person itself big.,Rasmussen-Kaiser,Smartwatches,757,INR,261,2.09195E+12,LightBlue,pre_order,8,761,560.18
2262,Compact Speakerphone Fast Premium,Staff million perhaps minute.,Shepherd Ltd,Fitness Equipment,290,INR,850,3.60489E+12,DarkOrchid,in_stock,26,401,243.6
2263,Rechargeable Fan Eco Fast Lite,Exactly subject media three hit.,"Lowery, Rubio and Blevins",Toys & Games,103,INR,757,7.76458E+12,FireBrick,out_of_stock,20,711,57.68
2264,Premium Cooker Air,Country establish color care compare.,Spears and Sons,Fishing & Hunting,782,INR,699,9.22983E+12,PeachPuff,discontinued,24,312,477.02
2265,Digital Heater Radio Go Smart Premium,Commercial protect nothing continue.,"Monroe, Morris and Day",Fitness Equipment,135,INR,450,1.86106E+12,SkyBlue,backorder,9,645,113.4
2266,Fast Printer Silent,Something four sport hand them.,Olson LLC,Office Supplies,408,INR,868,5.76076E+12,Tomato,out_of_stock,23,609,363.12
2267,Mini Grill Grill Scale Automatic Rechargeable Max,Trial degree onto agent half challenge edge.,Blackwell-Maldonado,Laptops & Computers,519,INR,499,2.16842E+12,PaleGoldenRod,out_of_stock,64,127,316.59
2268,Eco Heater Thermostat Portable One Touch,Look return fly increase better certain.,"Chavez, Black and Delacruz",Sports & Outdoors,42,INR,379,1.40296E+12,Linen,out_of_stock,5,466,37.38
2269,Eco Fan Go Smart Sense,Food four task.,"King, Stewart and Bowman",Kitchen Appliances,184,INR,54,1.12633E+12,Beige,pre_order,67,142,139.84
2270,Pro Fan Pro Portable Edge,Whole very rock all.,"Grimes, Ray and Wilcox",Cycling,912,INR,660,5.2281E+12,Tan,in_stock,19,953,510.72
2271,Digital Cooler Watch Fan Air Lite,Whatever drug try important these.,"Dorsey, Gentry and Hughes",Health & Wellness,226,INR,119,1.68989E+12,DeepSkyBlue,out_of_stock,73,140,192.1
2272,Clean Speaker Keyboard Fast,Sister energy military analysis partner.,Gilmore-Lozano,Cycling,388,INR,329,3.28568E+12,LightGray,in_stock,75,347,267.72
2273,Wireless Watch Plus Smart Sense,Make produce according also today.,Parks LLC,Fishing & Hunting,924,INR,219,9.11197E+12,DeepSkyBlue,in_stock,85,88,582.12
2274,Smart Router Phone Mini Go,Manager bit crime experience.,Ware-Baird,Camping & Hiking,628,INR,707,8.57596E+12,Teal,backorder,66,694,357.96
2275,Silent Lamp Monitor,Point stand skin such professional near technology.,Obrien LLC,Shoes & Footwear,140,INR,252,1.84533E+12,DarkBlue,limited_stock,58,284,88.2
2276,Smart Scale Clock,Anything wide so later this.,"Jacobs, Phelps and Dorsey",Health & Wellness,201,INR,679,6.72484E+11,MediumBlue,pre_order,90,84,178.89
2277,Ultra Scale Toaster X,Day first sing tough major every provide.,Fox-Lyons,Fragrances,217,INR,29,3.80721E+12,LightSeaGreen,backorder,82,302,110.67
2278,Digital Projector Speaker Treadmill Premium Smart Mini,Police third management our might officer alone thank.,"Moses, Bautista and Rhodes",Smartwatches,620,INR,231,7.43894E+12,HotPink,in_stock,53,268,365.8
2279,Portable Phone Thermostat Max Automatic,Other support check watch former several require firm.,Esparza-Banks,Fragrances,22,INR,327,1.59187E+12,LightSlateGray,backorder,65,339,17.38
2280,Wireless Mouse Radio Light,Dinner eat stay modern on article hot.,"Sawyer, Galvan and Combs",Camping & Hiking,10,INR,540,1.30988E+12,Plum,discontinued,5,878,9.5
2281,Smart Printer Eco Go Fast,Lead resource garden ready billion.,Snyder-Martinez,Laptops & Computers,709,INR,516,4.26794E+11,Salmon,backorder,67,320,567.2
2282,Digital Vacuum Fan Air,Hotel skill hit stuff.,"Gordon, Adkins and Wade",Home & Kitchen,365,INR,792,2.10315E+12,Gainsboro,backorder,35,489,317.55
2283,Wireless Powerbank Max 360,One piece seven tax strategy cultural.,Sanford-Moyer,Smartphones,426,INR,83,2.46804E+12,DeepPink,out_of_stock,3,719,374.88
2284,Eco Mouse,Suddenly sea series local street evidence.,Kennedy PLC,Grooming Tools,887,INR,822,3.16116E+12,MediumSlateBlue,limited_stock,55,185,558.81
2285,Wireless Printer Freezer Touch Wireless,Glass several style entire walk available.,Bowman Inc,Fragrances,834,INR,410,9.19706E+12,Chartreuse,in_stock,59,68,600.48
2286,Digital Radio Mixer Go,Poor mission land garden relationship small.,"Parsons, Roy and Li",Toys & Games,437,INR,625,9.79605E+12,OliveDrab,limited_stock,71,375,244.72
2287,Silent Dock Lite Go Lite,Heavy pattern action beyond such find.,Levy Group,Beauty & Personal Care,110,INR,991,3.69817E+12,Fuchsia,pre_order,96,628,89.1
2288,Lock,His across true detail per office grow.,Rivas-Heath,Kitchen Appliances,815,INR,827,4.67613E+12,SlateGray,backorder,3,131,448.25
2289,Wireless Powerbank,Nothing born opportunity produce suffer dream short measure.,Mccann Inc,Shoes & Footwear,557,INR,364,6.70917E+12,Yellow,pre_order,80,81,306.35
2290,Smart Mixer Vacuum Max Edge Premium,Together this woman imagine.,Mata Ltd,Women's Clothing,88,INR,977,6.42337E+12,DeepSkyBlue,out_of_stock,5,424,50.16
2291,Smart Kettle Plus Edge,Easy lead those investment address.,"Hood, Shaffer and Archer",Bedding & Bath,774,INR,81,2.82791E+12,Peru,in_stock,92,241,565.02
2292,Pro Mixer Vacuum Lite Touch,Management indicate pick buy worry.,"Proctor, Caldwell and Bond",Cameras & Accessories,234,INR,449,7.23568E+12,Yellow,in_stock,96,196,135.72
2293,Premium Fan Powerbank,Really tax military much anyone.,"Silva, Jordan and Mccarthy",Cleaning Supplies,180,INR,335,7.04551E+12,LightSeaGreen,out_of_stock,76,253,142.2
2294,Watch Fridge,Approach kitchen traditional western usually.,Keith LLC,Cleaning Supplies,910,INR,499,6.08895E+12,MediumSeaGreen,backorder,34,369,800.8
2295,Clean Lamp Monitor Smart 360,Term reduce former sister agree.,Weaver and Sons,Shoes & Footwear,522,INR,450,4.78574E+12,DarkRed,in_stock,94,680,276.66
2296,Portable Charger Lamp Max Go Silent,Less wind effort service follow off.,Foster-Travis,Home & Kitchen,954,INR,820,1.55117E+12,Red,backorder,18,268,858.6
2297,Advanced Keyboard Speakerphone Fan Portable Silent Eco,Just your church he continue game.,"Steele, Meza and Barr",Kids' Clothing,106,INR,750,1.61519E+12,DimGray,backorder,17,919,67.84
2298,Eco Projector Speaker Treadmill,Child rock financial modern visit along.,"Kidd, Cannon and Wagner",Shoes & Footwear,336,INR,284,8.05006E+12,SpringGreen,discontinued,46,387,288.96
2299,Advanced Lock Lamp Fast Pro One,Yet industry all small various.,Harrington-Douglas,Skincare,958,INR,460,8.63321E+12,DimGray,limited_stock,70,693,670.6
2300,Wireless Powerbank Projector Lite Pro,Over between pattern standard you actually ever compare.,"Velez, Wiley and Perkins",Cameras & Accessories,552,INR,893,6.49325E+12,PaleGoldenRod,backorder,86,63,480.24
2301,Mini Trimmer Cooler,Team school something I stop probably surface.,"Escobar, Moody and Rosales",Beauty & Personal Care,184,INR,229,3.87816E+12,Sienna,discontinued,57,513,92
2302,Mini Heater Monitor Ultra Edge Smart,Up too young of age.,"Walls, Chan and Cummings",Books & Stationery,576,INR,817,8.71603E+12,MediumSeaGreen,discontinued,1,278,380.16
2303,Compact Fan Cooler Vacuum Ultra Premium Go,Article red religious property million trade.,Steele-Reed,Cameras & Accessories,344,INR,332,6.64812E+12,Crimson,backorder,6,586,282.08
2304,Mixer Router Phone,Watch end small site seven.,Boyle-Patel,Clothing & Apparel,421,INR,233,4.2588E+11,PeachPuff,out_of_stock,82,974,261.02
2305,Dock,Everything order high north majority direction range.,Aguilar and Sons,Camping & Hiking,290,INR,899,7.1808E+12,MediumTurquoise,out_of_stock,78,224,200.1
2306,Wireless Watch Mini,By five appear pretty.,Stark-Nash,Automotive,30,INR,249,5.78916E+12,LightGray,out_of_stock,19,652,18.3
2307,Eco Charger Stove Watch 360 Plus,Though professor let key ago peace reflect.,Kaiser Group,Automotive,993,INR,95,3.43272E+11,LawnGreen,pre_order,48,557,794.4
2308,Mixer Router Phone,Defense back need.,"Norris, Middleton and Ware",Cycling,521,INR,785,4.94238E+12,Snow,out_of_stock,8,616,463.69
2309,Compact Powerbank Scale Plus Advanced Compact,Outside father building return weight current.,"Brady, Carroll and Hoffman",Smartphones,566,INR,406,5.07739E+11,SaddleBrown,limited_stock,55,851,356.58
2310,Portable Phone Grill Fast,Especially black society figure administration public weight.,Mcneil PLC,Women's Clothing,468,INR,812,2.82088E+12,Coral,backorder,15,173,238.68
2311,Microphone,Late child billion resource support last.,Fox-Joyce,Fishing & Hunting,89,INR,287,4.80705E+12,LightSlateGray,in_stock,20,927,76.54
2312,Clean Stove Light Ultra Advanced 360,Maybe easy simply data despite.,Pollard-Ramsey,Laptops & Computers,487,INR,420,6.39619E+12,Lavender,backorder,80,601,433.43
2313,Compact Shaver,Bit bill language stand.,Macdonald-Church,Cameras & Accessories,712,INR,876,8.86329E+12,LightSeaGreen,backorder,11,148,576.72
2314,Compact Fan Speaker Fridge,Mr no question defense.,Mason Group,Kids' Clothing,788,INR,536,3.22427E+12,Green,discontinued,50,954,701.32
2315,Automatic Iron Monitor Lite Smart Clean,Almost newspaper rule ready business career.,Walker-Walls,Skincare,552,INR,594,7.45086E+12,SpringGreen,limited_stock,3,347,287.04
2316,Eco Webcam Mouse Prime Pro,This half customer really consider identify.,Watkins LLC,Fitness Equipment,115,INR,357,3.50268E+12,Indigo,pre_order,44,91,58.65
2317,Advanced Lamp Freezer One Digital Mini,For quality I eat campaign.,Baird Group,Health & Wellness,861,INR,643,9.63079E+12,GoldenRod,backorder,64,647,533.82
2318,Wireless Printer Fan Portable,Town hit whatever street how.,Monroe and Sons,Men's Clothing,343,INR,192,6.30556E+12,LightSalmon,discontinued,17,820,219.52
2319,Cooler,Increase trial develop building finally exactly heart.,"Young, Harvey and Hebert",Camping & Hiking,536,INR,273,5.28929E+12,LightYellow,pre_order,5,380,348.4
